State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Michigan,10/24/2020,"18,082",10/17/2020,"235,256","4,304,929",5.46,,,
Michigan,10/31/2020,"15,015",10/24/2020,"213,406","4,304,929",4.96,,,
Michigan,11/7/2020,"15,320",10/31/2020,"187,648","4,304,929",4.36,,,
Michigan,11/14/2020,"16,656",11/7/2020,"174,303","4,304,929",4.05,,,
Michigan,11/21/2020,"33,941",11/14/2020,"180,568","4,304,929",4.19,,,
Michigan,11/28/2020,"22,965",11/21/2020,"159,438","4,304,929",3.7,,,
Michigan,12/5/2020,"23,408",11/28/2020,"211,537","4,304,929",4.91,,,
Michigan,12/12/2020,"19,465",12/5/2020,"177,953","4,304,929",4.13,,,
Michigan,12/19/2020,"19,194",12/12/2020,"206,415","4,304,929",4.79,,,
Michigan,12/26/2020,"19,818",12/19/2020,"165,203","4,304,929",3.84,,,
Minnesota,1/5/2019,"7,996",12/29/2018,"66,043","2,828,116",2.34,,,
Minnesota,1/12/2019,"5,791",1/5/2019,"63,676","2,832,916",2.25,,,
Minnesota,1/19/2019,"4,178",1/12/2019,"60,466","2,832,916",2.13,,,
Minnesota,1/26/2019,"4,215",1/19/2019,"60,311","2,832,916",2.13,,,
Minnesota,2/2/2019,"4,831",1/26/2019,"62,671","2,832,916",2.21,,,
Minnesota,2/9/2019,"5,091",2/2/2019,"68,217","2,832,916",2.41,,,
Minnesota,2/16/2019,"3,080",2/9/2019,"61,861","2,832,916",2.18,,,
Minnesota,2/23/2019,"3,014",2/16/2019,"60,963","2,832,916",2.15,,,
Minnesota,3/2/2019,"3,293",2/23/2019,"60,265","2,832,916",2.13,,,
Minnesota,3/9/2019,"3,424",3/2/2019,"61,508","2,832,916",2.17,,,
Minnesota,3/16/2019,"3,229",3/9/2019,"58,534","2,832,916",2.07,,,
Minnesota,3/23/2019,"3,313",3/16/2019,"57,679","2,832,916",2.04,,,
Minnesota,3/30/2019,"3,068",3/23/2019,"55,487","2,832,916",1.96,,,
Minnesota,4/6/2019,"3,136",3/30/2019,"54,561","2,832,916",1.93,,,
Minnesota,4/13/2019,"2,804",4/6/2019,"49,011","2,841,346",1.72,,,
Minnesota,4/20/2019,"3,123",4/13/2019,"46,356","2,841,346",1.63,,,
Minnesota,4/27/2019,"2,667",4/20/2019,"42,077","2,841,346",1.48,,,
Minnesota,5/4/2019,"2,524",4/27/2019,"36,460","2,841,346",1.28,,,
Minnesota,5/11/2019,"2,708",5/4/2019,"33,765","2,841,346",1.19,,,
Minnesota,5/18/2019,"2,713",5/11/2019,"29,351","2,841,346",1.03,,,
Minnesota,5/25/2019,"2,692",5/18/2019,"27,764","2,841,346",0.98,,,
Minnesota,6/1/2019,"2,936",5/25/2019,"27,075","2,841,346",0.95,,,
Minnesota,6/8/2019,"3,350",6/1/2019,"27,623","2,841,346",0.97,,,
Minnesota,6/15/2019,"2,785",6/8/2019,"26,565","2,841,346",0.93,,,
Minnesota,6/22/2019,"2,593",6/15/2019,"26,186","2,841,346",0.92,,,
Minnesota,6/29/2019,"2,999",6/22/2019,"26,120","2,841,346",0.92,,,
Minnesota,7/6/2019,"3,189",6/29/2019,"26,460","2,841,346",0.93,,,
Minnesota,7/13/2019,"4,095",7/6/2019,"30,143","2,849,124",1.06,,,
Minnesota,7/20/2019,"2,336",7/13/2019,"26,745","2,849,124",0.94,,,
Minnesota,7/27/2019,"2,099",7/20/2019,"26,171","2,849,124",0.92,,,
Minnesota,8/3/2019,"2,071",7/27/2019,"25,834","2,849,124",0.91,,,
Minnesota,8/10/2019,"2,297",8/3/2019,"26,040","2,849,124",0.91,,,
Minnesota,8/17/2019,"2,175",8/10/2019,"25,429","2,849,124",0.89,,,
Minnesota,8/24/2019,"2,139",8/17/2019,"24,134","2,849,124",0.85,,,
Minnesota,8/31/2019,"2,216",8/24/2019,"23,412","2,849,124",0.82,,,
Minnesota,9/7/2019,"2,413",8/31/2019,"23,158","2,849,124",0.81,,,
Minnesota,9/14/2019,"2,664",9/7/2019,"22,704","2,849,124",0.8,,,
Minnesota,9/21/2019,"2,650",9/14/2019,"22,327","2,849,124",0.78,,,
Minnesota,9/28/2019,"2,440",9/21/2019,"21,834","2,849,124",0.77,,,
Minnesota,10/5/2019,"2,795",9/28/2019,"22,020","2,849,124",0.77,,,
Minnesota,10/12/2019,"2,953",10/5/2019,"22,904","2,853,412",0.8,,,
Minnesota,10/19/2019,"2,836",10/12/2019,"22,621","2,853,412",0.79,,,
Minnesota,10/26/2019,"3,309",10/19/2019,"23,431","2,853,412",0.82,,,
Minnesota,11/2/2019,"3,915",10/26/2019,"24,507","2,853,412",0.86,,,
Minnesota,11/9/2019,"6,032",11/2/2019,"27,415","2,853,412",0.96,,,
Minnesota,11/16/2019,"7,476",11/9/2019,"31,618","2,853,412",1.11,,,
Minnesota,11/23/2019,"7,297",11/16/2019,"38,348","2,853,412",1.34,,,
Minnesota,11/30/2019,"5,563",11/23/2019,"39,441","2,853,412",1.38,,,
Minnesota,12/7/2019,"9,159",11/30/2019,"50,034","2,853,412",1.75,,,
Minnesota,12/14/2019,"6,797",12/7/2019,"49,460","2,853,412",1.73,,,
Minnesota,12/21/2019,"6,816",12/14/2019,"53,647","2,853,412",1.88,,,
Minnesota,12/28/2019,"6,163",12/21/2019,"54,605","2,853,412",1.91,,,
Minnesota,1/4/2020,"7,293",12/28/2019,"68,226","2,853,412",2.39,,,
Minnesota,1/11/2020,"5,933",1/4/2020,"66,377","2,859,937",2.32,,,
Minnesota,1/18/2020,"4,463",1/11/2020,"62,628","2,859,937",2.19,,,
Minnesota,1/25/2020,"3,931",1/18/2020,"61,704","2,859,937",2.16,,,
Minnesota,2/1/2020,"3,700",1/25/2020,"62,189","2,859,937",2.17,,,
Minnesota,2/8/2020,"4,108",2/1/2020,"64,105","2,859,937",2.24,,,
Minnesota,2/15/2020,"3,641",2/8/2020,"63,956","2,859,937",2.24,,,
Minnesota,2/22/2020,"3,539",2/15/2020,"62,200","2,859,937",2.17,,,
Minnesota,2/29/2020,"3,410",2/22/2020,"61,696","2,859,937",2.16,,,
Minnesota,3/7/2020,"3,488",2/29/2020,"62,767","2,859,937",2.19,,,
Minnesota,3/14/2020,"4,010",3/7/2020,"61,781","2,859,937",2.16,,,
Minnesota,3/21/2020,"115,773",3/14/2020,"66,787","2,859,937",2.34,,,
Minnesota,3/28/2020,"109,095",3/21/2020,"160,873","2,859,937",5.63,,,
Minnesota,4/4/2020,"110,260",3/28/2020,"248,023","2,859,937",8.67,,,
Minnesota,4/11/2020,"93,133",4/4/2020,"341,578","2,864,234",11.93,,,
Minnesota,4/18/2020,"74,829",4/11/2020,"391,284","2,864,234",13.66,,,
Minnesota,4/25/2020,"48,595",4/18/2020,"416,993","2,864,234",14.56,,,
Minnesota,5/2/2020,"41,492",4/25/2020,"420,212","2,864,234",14.67,,,
Minnesota,5/9/2020,"37,669",5/2/2020,"429,187","2,864,234",14.98,,,
Minnesota,5/16/2020,"28,893",5/9/2020,"427,690","2,864,234",14.93,,,
Minnesota,5/23/2020,"27,211",5/16/2020,"416,668","2,864,234",14.55,,,
Minnesota,5/30/2020,"21,654",5/23/2020,"397,899","2,864,234",13.89,,,
Minnesota,6/6/2020,"28,311",5/30/2020,"398,799","2,864,234",13.92,,,
Minnesota,6/13/2020,"24,696",6/6/2020,"371,930","2,864,234",12.99,,,
Minnesota,6/20/2020,"20,487",6/13/2020,"351,772","2,864,234",12.28,,,
Minnesota,6/27/2020,"19,373",6/20/2020,"337,382","2,864,234",11.78,,,
Minnesota,7/4/2020,"19,362",6/27/2020,"326,245","2,864,234",11.39,,,
Minnesota,7/11/2020,"21,637",7/4/2020,"332,040","2,868,184",11.58,,,
Minnesota,7/18/2020,"17,706",7/11/2020,"314,937","2,868,184",10.98,,,
Minnesota,7/25/2020,"15,311",7/18/2020,"305,530","2,868,184",10.65,,,
Minnesota,8/1/2020,"12,315",7/25/2020,"288,215","2,868,184",10.05,,,
Minnesota,8/8/2020,"9,087",8/1/2020,"259,525","2,868,184",9.05,,,
Minnesota,8/15/2020,"12,081",8/8/2020,"244,418","2,868,184",8.52,,,
Minnesota,8/22/2020,"10,817",8/15/2020,"231,989","2,868,184",8.09,,,
Minnesota,8/29/2020,"10,295",8/22/2020,"219,557","2,868,184",7.65,,,
Minnesota,9/5/2020,"11,038",8/29/2020,"212,993","2,868,184",7.43,,,
Minnesota,9/12/2020,"11,181",9/5/2020,"207,645","2,868,184",7.24,,,
Minnesota,9/19/2020,"10,901",9/12/2020,"192,217","2,868,184",6.7,,,
Minnesota,9/26/2020,"9,339",9/19/2020,"174,779","2,868,184",6.09,,,
Minnesota,10/3/2020,"9,697",9/26/2020,"152,536","2,868,184",5.32,,,
Minnesota,10/10/2020,"9,340",10/3/2020,"138,673","2,871,418",4.83,,,
Minnesota,10/17/2020,"9,833",10/10/2020,"122,976","2,871,418",4.28,,,
Minnesota,10/24/2020,"11,681",10/17/2020,"116,856","2,871,418",4.07,,,
Minnesota,10/31/2020,"12,499",10/24/2020,"110,584","2,871,418",3.85,,,
Minnesota,11/7/2020,"11,820",10/31/2020,"105,784","2,871,418",3.68,,,
Minnesota,11/14/2020,"15,428",11/7/2020,"104,687","2,871,418",3.65,,,
Minnesota,11/21/2020,"22,914",11/14/2020,"112,924","2,871,418",3.93,,,
Minnesota,11/28/2020,"24,527",11/21/2020,"114,715","2,871,418",4,,,
Minnesota,12/5/2020,"25,177",11/28/2020,"140,443","2,871,418",4.89,,,
Minnesota,12/12/2020,"16,019",12/5/2020,"135,667","2,871,418",4.72,,,
Minnesota,12/19/2020,"14,297",12/12/2020,"134,220","2,871,418",4.67,,,
Minnesota,12/26/2020,"16,271",12/19/2020,"129,135","2,871,418",4.5,,,
Mississippi,1/5/2019,"1,247",12/29/2018,"9,138","1,103,371",0.83,,,
Mississippi,1/12/2019,"1,490",1/5/2019,"8,826","1,104,071",0.8,,,
Mississippi,1/19/2019,"1,142",1/12/2019,"8,404","1,104,071",0.76,,,
Mississippi,1/26/2019,"1,020",1/19/2019,"8,306","1,104,071",0.75,,,
Mississippi,2/2/2019,979,1/26/2019,"8,297","1,104,071",0.75,,,
Mississippi,2/9/2019,"1,076",2/2/2019,"7,869","1,104,071",0.71,,,
Mississippi,2/16/2019,918,2/9/2019,"7,354","1,104,071",0.67,,,
Mississippi,2/23/2019,844,2/16/2019,"7,592","1,104,071",0.69,,,
Mississippi,3/2/2019,919,2/23/2019,"7,833","1,104,071",0.71,,,
Mississippi,3/9/2019,924,3/2/2019,"7,259","1,104,071",0.66,,,
Mississippi,3/16/2019,"1,135",3/9/2019,"7,356","1,104,071",0.67,,,
Mississippi,3/23/2019,930,3/16/2019,"7,484","1,104,071",0.68,,,
Mississippi,3/30/2019,856,3/23/2019,"7,196","1,104,071",0.65,,,
Mississippi,4/6/2019,949,3/30/2019,"6,676","1,104,071",0.6,,,
Mississippi,4/13/2019,"1,093",4/6/2019,"6,643","1,104,696",0.6,,,
Mississippi,4/20/2019,872,4/13/2019,"6,641","1,104,696",0.6,,,
Mississippi,4/27/2019,"1,697",4/20/2019,"6,669","1,104,696",0.6,,,
Mississippi,5/4/2019,"1,091",4/27/2019,"7,355","1,104,696",0.67,,,
Mississippi,5/11/2019,"1,348",5/4/2019,"7,395","1,104,696",0.67,,,
Mississippi,5/18/2019,"1,904",5/11/2019,"7,071","1,104,696",0.64,,,
Mississippi,5/25/2019,"2,210",5/18/2019,"7,755","1,104,696",0.7,,,
Mississippi,6/1/2019,"1,967",5/25/2019,"9,128","1,104,696",0.83,,,
Mississippi,6/8/2019,"1,766",6/1/2019,"9,823","1,104,696",0.89,,,
Mississippi,6/15/2019,"1,282",6/8/2019,"10,424","1,104,696",0.94,,,
Mississippi,6/22/2019,"1,360",6/15/2019,"10,694","1,104,696",0.97,,,
Mississippi,6/29/2019,"1,587",6/22/2019,"11,066","1,104,696",1,,,
Mississippi,7/6/2019,"1,316",6/29/2019,"10,798","1,104,696",0.98,,,
Mississippi,7/13/2019,"1,716",7/6/2019,"12,284","1,105,743",1.11,,,
Mississippi,7/20/2019,"1,151",7/13/2019,"11,864","1,105,743",1.07,,,
Mississippi,7/27/2019,"1,049",7/20/2019,"11,685","1,105,743",1.06,,,
Mississippi,8/3/2019,"1,036",7/27/2019,"11,500","1,105,743",1.04,,,
Mississippi,8/10/2019,"1,039",8/3/2019,"10,993","1,105,743",0.99,,,
Mississippi,8/17/2019,"1,032",8/10/2019,"9,288","1,105,743",0.84,,,
Mississippi,8/24/2019,913,8/17/2019,"8,580","1,105,743",0.78,,,
Mississippi,8/31/2019,"1,052",8/24/2019,"8,217","1,105,743",0.74,,,
Mississippi,9/7/2019,932,8/31/2019,"7,675","1,105,743",0.69,,,
Mississippi,9/14/2019,982,9/7/2019,"7,430","1,105,743",0.67,,,
Mississippi,9/21/2019,867,9/14/2019,"7,353","1,105,743",0.66,,,
Mississippi,9/28/2019,950,9/21/2019,"7,096","1,105,743",0.64,,,
Mississippi,10/5/2019,956,9/28/2019,"7,140","1,105,743",0.65,,,
Mississippi,10/12/2019,"1,100",10/5/2019,"6,868","1,107,596",0.62,,,
Mississippi,10/19/2019,"1,084",10/12/2019,"6,954","1,107,596",0.63,,,
Mississippi,10/26/2019,"1,016",10/19/2019,"6,997","1,107,596",0.63,,,
Mississippi,11/2/2019,951,10/26/2019,"7,170","1,107,596",0.65,,,
Mississippi,11/9/2019,"1,102",11/2/2019,"7,041","1,107,596",0.64,,,
Mississippi,11/16/2019,"1,095",11/9/2019,"6,974","1,107,596",0.63,,,
Mississippi,11/23/2019,"1,113",11/16/2019,"7,124","1,107,596",0.64,,,
Mississippi,11/30/2019,"1,047",11/23/2019,"7,123","1,107,596",0.64,,,
Mississippi,12/7/2019,"1,365",11/30/2019,"7,935","1,107,596",0.72,,,
Mississippi,12/14/2019,"1,287",12/7/2019,"7,493","1,107,596",0.68,,,
Mississippi,12/21/2019,"1,524",12/14/2019,"7,989","1,107,596",0.72,,,
Mississippi,12/28/2019,"1,633",12/21/2019,"8,121","1,107,596",0.73,,,
Mississippi,1/4/2020,"1,178",12/28/2019,"9,681","1,107,596",0.87,,,
Mississippi,1/11/2020,"1,515",1/4/2020,"9,536","1,108,618",0.86,,,
Mississippi,1/18/2020,"1,135",1/11/2020,"8,804","1,108,618",0.79,,,
Mississippi,1/25/2020,993,1/18/2020,"8,562","1,108,618",0.77,,,
Mississippi,2/1/2020,963,1/25/2020,"8,674","1,108,618",0.78,,,
Mississippi,2/8/2020,968,2/1/2020,"8,261","1,108,618",0.75,,,
Mississippi,2/15/2020,861,2/8/2020,"8,216","1,108,618",0.74,,,
Mississippi,2/22/2020,827,2/15/2020,"7,922","1,108,618",0.71,,,
Mississippi,2/29/2020,744,2/22/2020,"7,842","1,108,618",0.71,,,
Mississippi,3/7/2020,879,2/29/2020,"7,416","1,108,618",0.67,,,
Mississippi,3/14/2020,"1,147",3/7/2020,"7,098","1,108,618",0.64,,,
Mississippi,3/21/2020,"5,519",3/14/2020,"6,667","1,108,618",0.6,,,
Mississippi,3/28/2020,"32,015",3/21/2020,"9,581","1,108,618",0.86,,,
Mississippi,4/4/2020,"45,852",3/28/2020,"29,373","1,108,618",2.65,,,
Mississippi,4/11/2020,"45,748",4/4/2020,"60,737","1,109,819",5.47,,,
Mississippi,4/18/2020,"36,913",4/11/2020,"93,005","1,109,819",8.38,,,
Mississippi,4/25/2020,"29,906",4/18/2020,"135,722","1,109,819",12.23,,,
Mississippi,5/2/2020,"25,745",4/25/2020,"162,078","1,109,819",14.6,,,
Mississippi,5/9/2020,"23,618",5/2/2020,"208,270","1,109,819",18.77,,,
Mississippi,5/16/2020,"24,242",5/9/2020,"189,886","1,109,819",17.11,,,
Mississippi,5/23/2020,"23,856",5/16/2020,"184,150","1,109,819",16.59,,,
Mississippi,5/30/2020,"24,014",5/23/2020,"174,808","1,109,819",15.75,,,
Mississippi,6/6/2020,"21,283",5/30/2020,"148,902","1,109,819",13.42,,,
Mississippi,6/13/2020,"18,407",6/6/2020,"123,192","1,109,819",11.1,,,
Mississippi,6/20/2020,"15,230",6/13/2020,"97,069","1,109,819",8.75,,,
Mississippi,6/27/2020,"13,673",6/20/2020,"147,624","1,109,819",13.3,,,
Mississippi,7/4/2020,"11,266",6/27/2020,"137,330","1,109,819",12.37,,,
Mississippi,7/11/2020,"12,223",7/4/2020,"100,191","1,110,126",9.03,,,
Mississippi,7/18/2020,"12,094",7/11/2020,"122,686","1,110,126",11.05,,,
Mississippi,7/25/2020,"9,169",7/18/2020,"104,109","1,110,126",9.38,,,
Mississippi,8/1/2020,"6,777",7/25/2020,"121,168","1,110,126",10.91,,,
Mississippi,8/8/2020,"5,452",8/1/2020,"138,762","1,110,126",12.5,,,
Mississippi,8/15/2020,"6,496",8/8/2020,"95,913","1,110,126",8.64,,,
Mississippi,8/22/2020,"4,496",8/15/2020,"90,458","1,110,126",8.15,,,
Mississippi,8/29/2020,"4,465",8/22/2020,"84,480","1,110,126",7.61,,,
Mississippi,9/5/2020,"4,363",8/29/2020,"95,012","1,110,126",8.56,,,
Mississippi,9/12/2020,"4,535",9/5/2020,"87,107","1,110,126",7.85,,,
Mississippi,9/19/2020,"5,180",9/12/2020,"84,253","1,110,126",7.59,,,
Mississippi,9/26/2020,"4,653",9/19/2020,"75,175","1,110,126",6.77,,,
Mississippi,10/3/2020,"4,032",9/26/2020,"68,735","1,110,126",6.19,,,
Mississippi,10/10/2020,"3,657",10/3/2020,"56,309","1,110,495",5.07,,,
Mississippi,10/17/2020,"3,609",10/10/2020,"52,168","1,110,495",4.7,,,
Mississippi,10/24/2020,"3,231",10/17/2020,"46,448","1,110,495",4.18,,,
Mississippi,10/31/2020,"3,619",10/24/2020,"41,440","1,110,495",3.73,,,
Mississippi,11/7/2020,"3,690",10/31/2020,"38,767","1,110,495",3.49,,,
Mississippi,11/14/2020,"3,364",11/7/2020,"35,034","1,110,495",3.15,,,
Mississippi,11/21/2020,"3,879",11/14/2020,"32,639","1,110,495",2.94,,,
Mississippi,11/28/2020,"3,373",11/21/2020,"29,740","1,110,495",2.68,,,
Mississippi,12/5/2020,"5,075",11/28/2020,"31,543","1,110,495",2.84,,,
Mississippi,12/12/2020,"5,090",12/5/2020,"28,911","1,110,495",2.6,,,
Mississippi,12/19/2020,"4,639",12/12/2020,"28,001","1,110,495",2.52,,,
Mississippi,12/26/2020,"5,205",12/19/2020,"28,218","1,110,495",2.54,,,
Missouri,1/5/2019,"7,084",12/29/2018,"31,181","2,732,823",1.14,,,
Missouri,1/12/2019,"6,087",1/5/2019,"29,832","2,735,238",1.09,,,
Missouri,1/19/2019,"5,894",1/12/2019,"28,244","2,735,238",1.03,,,
Missouri,1/26/2019,"5,351",1/19/2019,"30,092","2,735,238",1.1,,,
Missouri,2/2/2019,"4,328",1/26/2019,"32,252","2,735,238",1.18,,,
Missouri,2/9/2019,"3,608",2/2/2019,"31,428","2,735,238",1.15,,,
Missouri,2/16/2019,"2,922",2/9/2019,"29,807","2,735,238",1.09,,,
Missouri,2/23/2019,"2,969",2/16/2019,"29,357","2,735,238",1.07,,,
Missouri,3/2/2019,"2,937",2/23/2019,"29,785","2,735,238",1.09,,,
Missouri,3/9/2019,"3,038",3/2/2019,"26,777","2,735,238",0.98,,,
Missouri,3/16/2019,"3,233",3/9/2019,"25,791","2,735,238",0.94,,,
Missouri,3/23/2019,"3,557",3/16/2019,"23,273","2,735,238",0.85,,,
Missouri,3/30/2019,"2,966",3/23/2019,"23,092","2,735,238",0.84,,,
Missouri,4/6/2019,"2,639",3/30/2019,"20,567","2,735,238",0.75,,,
Missouri,4/13/2019,"2,824",4/6/2019,"18,033","2,738,093",0.66,,,
Missouri,4/20/2019,"2,381",4/13/2019,"17,337","2,738,093",0.63,,,
Missouri,4/27/2019,"2,397",4/20/2019,"16,977","2,738,093",0.62,,,
Missouri,5/4/2019,"3,188",4/27/2019,"17,642","2,738,093",0.64,,,
Missouri,5/11/2019,"2,984",5/4/2019,"17,159","2,738,093",0.63,,,
Missouri,5/18/2019,"3,304",5/11/2019,"16,818","2,738,093",0.61,,,
Missouri,5/25/2019,"4,350",5/18/2019,"17,075","2,738,093",0.62,,,
Missouri,6/1/2019,"4,651",5/25/2019,"20,153","2,738,093",0.74,,,
Missouri,6/8/2019,"4,329",6/1/2019,"20,909","2,738,093",0.76,,,
Missouri,6/15/2019,"3,311",6/8/2019,"20,814","2,738,093",0.76,,,
Missouri,6/22/2019,"3,223",6/15/2019,"21,127","2,738,093",0.77,,,
Missouri,6/29/2019,"4,043",6/22/2019,"22,521","2,738,093",0.82,,,
Missouri,7/6/2019,"5,024",6/29/2019,"22,573","2,738,093",0.82,,,
Missouri,7/13/2019,"4,522",7/6/2019,"24,323","2,741,528",0.89,,,
Missouri,7/20/2019,"3,048",7/13/2019,"23,879","2,741,528",0.87,,,
Missouri,7/27/2019,"2,726",7/20/2019,"22,468","2,741,528",0.82,,,
Missouri,8/3/2019,"2,803",7/27/2019,"23,757","2,741,528",0.87,,,
Missouri,8/10/2019,"2,656",8/3/2019,"22,333","2,741,528",0.81,,,
Missouri,8/17/2019,"2,611",8/10/2019,"20,941","2,741,528",0.76,,,
Missouri,8/24/2019,"2,623",8/17/2019,"18,467","2,741,528",0.67,,,
Missouri,8/31/2019,"2,479",8/24/2019,"17,951","2,741,528",0.65,,,
Missouri,9/7/2019,"2,116",8/31/2019,"15,894","2,741,528",0.58,,,
Missouri,9/14/2019,"2,422",9/7/2019,"15,918","2,741,528",0.58,,,
Missouri,9/21/2019,"3,646",9/14/2019,"15,719","2,741,528",0.57,,,
Missouri,9/28/2019,"3,203",9/21/2019,"16,504","2,741,528",0.6,,,
Missouri,10/5/2019,"3,427",9/28/2019,"17,954","2,741,528",0.65,,,
Missouri,10/12/2019,"3,240",10/5/2019,"17,275","2,745,404",0.63,,,
Missouri,10/19/2019,"2,698",10/12/2019,"17,598","2,745,404",0.64,,,
Missouri,10/26/2019,"2,761",10/19/2019,"17,668","2,745,404",0.64,,,
Missouri,11/2/2019,"3,056",10/26/2019,"18,273","2,745,404",0.67,,,
Missouri,11/9/2019,"3,424",11/2/2019,"16,922","2,745,404",0.62,,,
Missouri,11/16/2019,"3,888",11/9/2019,"16,753","2,745,404",0.61,,,
Missouri,11/23/2019,"3,986",11/16/2019,"18,052","2,745,404",0.66,,,
Missouri,11/30/2019,"2,878",11/23/2019,"17,388","2,745,404",0.63,,,
Missouri,12/7/2019,"4,622",11/30/2019,"20,271","2,745,404",0.74,,,
Missouri,12/14/2019,"3,900",12/7/2019,"18,912","2,745,404",0.69,,,
Missouri,12/21/2019,"7,146",12/14/2019,"19,771","2,745,404",0.72,,,
Missouri,12/28/2019,"7,177",12/21/2019,"22,484","2,745,404",0.82,,,
Missouri,1/4/2020,"7,474",12/28/2019,"29,785","2,745,404",1.08,,,
Missouri,1/11/2020,"10,913",1/4/2020,"30,140","2,749,100",1.1,,,
Missouri,1/18/2020,"4,938",1/11/2020,"29,945","2,749,100",1.09,,,
Missouri,1/25/2020,"5,474",1/18/2020,"29,170","2,749,100",1.06,,,
Missouri,2/1/2020,"4,801",1/25/2020,"29,854","2,749,100",1.09,,,
Missouri,2/8/2020,"3,670",2/1/2020,"27,906","2,749,100",1.02,,,
Missouri,2/15/2020,"3,363",2/8/2020,"27,362","2,749,100",1,,,
Missouri,2/22/2020,"3,063",2/15/2020,"27,035","2,749,100",0.98,,,
Missouri,2/29/2020,"2,732",2/22/2020,"26,949","2,749,100",0.98,,,
Missouri,3/7/2020,"2,994",2/29/2020,"25,225","2,749,100",0.92,,,
Missouri,3/14/2020,"4,016",3/7/2020,"22,381","2,749,100",0.81,,,
Missouri,3/21/2020,"42,246",3/14/2020,"21,538","2,749,100",0.78,,,
Missouri,3/28/2020,"104,291",3/21/2020,"49,470","2,749,100",1.8,,,
Missouri,4/4/2020,"91,458",3/28/2020,"121,467","2,749,100",4.42,,,
Missouri,4/11/2020,"102,126",4/4/2020,"178,710","2,794,254",6.4,,,
Missouri,4/18/2020,"59,602",4/11/2020,"227,557","2,794,254",8.14,,,
Missouri,4/25/2020,"55,299",4/18/2020,"255,798","2,794,254",9.15,,,
Missouri,5/2/2020,"52,527",4/25/2020,"246,663","2,794,254",8.83,,,
Missouri,5/9/2020,"31,145",5/2/2020,"266,230","2,794,254",9.53,,,
Missouri,5/16/2020,"28,244",5/9/2020,"261,840","2,794,254",9.37,,,
Missouri,5/23/2020,"27,436",5/16/2020,"255,374","2,794,254",9.14,,,
Missouri,5/30/2020,"20,650",5/23/2020,"242,173","2,794,254",8.67,,,
Missouri,6/6/2020,"19,907",5/30/2020,"236,531","2,794,254",8.46,,,
Missouri,6/13/2020,"18,912",6/6/2020,"218,596","2,794,254",7.82,,,
Missouri,6/20/2020,"17,358",6/13/2020,"210,195","2,794,254",7.52,,,
Missouri,6/27/2020,"20,008",6/20/2020,"204,121","2,794,254",7.31,,,
Missouri,7/4/2020,"17,685",6/27/2020,"205,120","2,794,254",7.34,,,
Missouri,7/11/2020,"16,883",7/4/2020,"197,311","2,744,087",7.19,,,
Missouri,7/18/2020,"12,332",7/11/2020,"177,150","2,744,087",6.46,,,
Missouri,7/25/2020,"14,938",7/18/2020,"182,144","2,744,087",6.64,,,
Missouri,8/1/2020,"10,900",7/25/2020,"175,874","2,744,087",6.41,,,
Missouri,8/8/2020,"9,015",8/1/2020,"147,017","2,744,087",5.36,,,
Missouri,8/15/2020,"10,654",8/8/2020,"132,730","2,744,087",4.84,,,
Missouri,8/22/2020,"9,283",8/15/2020,"118,713","2,744,087",4.33,,,
Missouri,8/29/2020,"10,509",8/22/2020,"105,318","2,744,087",3.84,,,
Missouri,9/5/2020,"10,891",8/29/2020,"97,082","2,744,087",3.54,,,
Missouri,9/12/2020,"8,936",9/5/2020,"86,832","2,744,087",3.16,,,
Missouri,9/19/2020,"8,153",9/12/2020,"77,725","2,744,087",2.83,,,
Missouri,9/26/2020,"7,353",9/19/2020,"71,313","2,744,087",2.6,,,
Missouri,10/3/2020,"8,945",9/26/2020,"70,470","2,744,087",2.57,,,
Missouri,10/10/2020,"10,522",10/3/2020,"60,725","2,748,342",2.21,,,
Missouri,10/17/2020,"8,728",10/10/2020,"57,846","2,748,342",2.1,,,
Missouri,10/24/2020,"7,802",10/17/2020,"56,392","2,748,342",2.05,,,
Missouri,10/31/2020,"8,158",10/24/2020,"55,448","2,748,342",2.02,,,
Missouri,11/7/2020,"7,635",10/31/2020,"50,160","2,748,342",1.83,,,
Missouri,11/14/2020,"8,348",11/7/2020,"46,033","2,748,342",1.67,,,
Missouri,11/21/2020,"10,616",11/14/2020,"45,547","2,748,342",1.66,,,
Missouri,11/28/2020,"8,595",11/21/2020,"43,242","2,748,342",1.57,,,
Missouri,12/5/2020,"10,569",11/28/2020,"49,277","2,748,342",1.79,,,
Missouri,12/12/2020,"9,223",12/5/2020,"45,336","2,748,342",1.65,,,
Missouri,12/19/2020,"9,736",12/12/2020,"44,392","2,748,342",1.62,,,
Missouri,12/26/2020,"13,841",12/19/2020,"43,407","2,748,342",1.58,,,
Montana,1/5/2019,"1,565",12/29/2018,"10,527","447,698",2.35,,,
Montana,1/12/2019,"1,783",1/5/2019,"10,996","448,795",2.45,,,
Montana,1/19/2019,"1,197",1/12/2019,"10,825","448,795",2.41,,,
Montana,1/26/2019,"1,056",1/19/2019,"11,347","448,795",2.53,,,
Montana,2/2/2019,"1,130",1/26/2019,"11,301","448,795",2.52,,,
